category,domain_name,file_name,file_urls,files,meaning,word
n.f.,uchicago_S_Hassan,dāⁿdar kʰāh,http://dsal.uchicago.edu/dictionaries/hassan/audio//05251.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05251.mp3', 'path': 'uchicago_S_Hassan/dāⁿdar kʰāh.mp3', 'checksum': 'e4b8c937d7c0233cb393f5a06e882df2', 'status': 'downloaded'}]","a kitchen-garden, also a name of a place in Srinagar",dāⁿdar kʰāh
adj.,uchicago_S_Hassan,dāⁿdι brāṭʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05252.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05252.mp3', 'path': 'uchicago_S_Hassan/dāⁿdι brāṭʰ.mp3', 'checksum': 'b3a8b4b1ed7751e32ab106bb400d68b8', 'status': 'downloaded'}]",one who is as stupid as an ox,dāⁿdι brāṭʰ
n.f.,uchicago_S_Hassan,dāⁿdιrenʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05253.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05253.mp3', 'path': 'uchicago_S_Hassan/dāⁿdιrenʸ.mp3', 'checksum': '2cb57f4964f4244a277d324110ed477c', 'status': 'downloaded'}]",a woman who herself sits in the market and sells such articles,dāⁿdιrenʸ
adj.,uchicago_S_Hassan,dāranwōl,http://dsal.uchicago.edu/dictionaries/hassan/audio//05257.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05257.mp3', 'path': 'uchicago_S_Hassan/dāranwōl.mp3', 'checksum': 'c0bd9f16f4a3a2e650228a74699bc82b', 'status': 'downloaded'}]","owned, loaner",dāranwōl
v.,uchicago_S_Hassan,dārangī,http://dsal.uchicago.edu/dictionaries/hassan/audio//05256.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05256.mp3', 'path': 'uchicago_S_Hassan/dārangī.mp3', 'checksum': 'b4c0f827ee78ee879886295f5fd64317', 'status': 'downloaded'}]",delay to occur in some work commenced,dārangī
n.m.,uchicago_S_Hassan,darayōmut,http://dsal.uchicago.edu/dictionaries/hassan/audio//05258.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05258.mp3', 'path': 'uchicago_S_Hassan/darayōmut.mp3', 'checksum': '4dc133f5b3ab888e6b492c3075c3cd35', 'status': 'downloaded'}]","firm, strong, entirely recovered from illness, naughty",darayōmut
adj.,uchicago_S_Hassan,darāz,http://dsal.uchicago.edu/dictionaries/hassan/audio//05259.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05259.mp3', 'path': 'uchicago_S_Hassan/darāz.mp3', 'checksum': '7a3efc7722b366fd838cab3cf16b6916', 'status': 'downloaded'}]","extended, stretched out, long",darāz
n.m.,uchicago_S_Hassan,darāzι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05260.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05260.mp3', 'path': 'uchicago_S_Hassan/darāzι.mp3', 'checksum': 'e7d0fb921d781dac0682436187993b95', 'status': 'downloaded'}]",a chest of drawers,darāzι
adj.,uchicago_S_Hassan,dārel,http://dsal.uchicago.edu/dictionaries/hassan/audio//05261.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05261.mp3', 'path': 'uchicago_S_Hassan/dārel.mp3', 'checksum': 'b3e3d4ce47b1a0c5cae5d70ad3967f03', 'status': 'downloaded'}]",long-bearded,dārel
adj.,uchicago_S_Hassan,darham,http://dsal.uchicago.edu/dictionaries/hassan/audio//05263.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05263.mp3', 'path': 'uchicago_S_Hassan/darham.mp3', 'checksum': '3f77eb6b77697cd6d5ad8abb22154d8c', 'status': 'downloaded'}]","entangled, distorted",darham
v.,uchicago_S_Hassan,darham barham gaʦun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05262.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05262.mp3', 'path': 'uchicago_S_Hassan/darham barham gaʦun.mp3', 'checksum': 'f862feb064043ad14ea79d51378f8ff1', 'status': 'downloaded'}]",to become confused or paralyzed with astonishment,darham barham gaʦun
adj.,uchicago_S_Hassan,darnι kaṭʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05266.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05266.mp3', 'path': 'uchicago_S_Hassan/darnι kaṭʰ.mp3', 'checksum': '6db2ba03ee6dbdcbb7c4be87b3df62b2', 'status': 'downloaded'}]","to maintain or keep a fast, to fast",darnι kaṭʰ
adj.,uchicago_S_Hassan,darkār,http://dsal.uchicago.edu/dictionaries/hassan/audio//05264.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05264.mp3', 'path': 'uchicago_S_Hassan/darkār.mp3', 'checksum': '62cba60001a44d40fee3100aef191a9e', 'status': 'downloaded'}]","necessary, required, wanted",darkār
n.f.,uchicago_S_Hassan,darmιc katʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05265.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05265.mp3', 'path': 'uchicago_S_Hassan/darmιc katʰ.mp3', 'checksum': '99d48b424ceae7e53fd35b0a5b1d2f68', 'status': 'downloaded'}]","a word of piety, a truthful statement",darmιc katʰ
adv.,uchicago_S_Hassan,darpēš,http://dsal.uchicago.edu/dictionaries/hassan/audio//05267.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05267.mp3', 'path': 'uchicago_S_Hassan/darpēš.mp3', 'checksum': '9454128e9ee13bd64f53b3b37eb6905a', 'status': 'downloaded'}]","under consideration, under trial",darpēš
v.,uchicago_S_Hassan,dārun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05271.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05271.mp3', 'path': 'uchicago_S_Hassan/dārun.mp3', 'checksum': '10ac9b4ef14469ef2df417342d08a3a1', 'status': 'downloaded'}]","to owe (money), to have on loan",dārun
n.m.,uchicago_S_Hassan,daršan gah,http://dsal.uchicago.edu/dictionaries/hassan/audio//05268.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05268.mp3', 'path': 'uchicago_S_Hassan/daršan gah.mp3', 'checksum': 'd14db8e01a30fac8201e894a513ecfaf', 'status': 'downloaded'}]",a place where one interviews a superior,daršan gah
v.,uchicago_S_Hassan,darun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05270.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05270.mp3', 'path': 'uchicago_S_Hassan/darun.mp3', 'checksum': 'a1ef08060242eb6b07d2db57a4a827c3', 'status': 'downloaded'}]",to do some good practice for meditation,darun
n.m.,uchicago_S_Hassan,daršun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05269.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05269.mp3', 'path': 'uchicago_S_Hassan/daršun.mp3', 'checksum': '1af66503a5f5babfa7ce38b310f25694', 'status': 'downloaded'}]","a visit of respect, or of adoration",daršun
n.m.,uchicago_S_Hassan,darvēš,http://dsal.uchicago.edu/dictionaries/hassan/audio//05273.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05273.mp3', 'path': 'uchicago_S_Hassan/darvēš.mp3', 'checksum': '851546be5cd4c3a93d477183617e48d6', 'status': 'downloaded'}]","a dervish, a religious mendicant",darvēš
n.m.,uchicago_S_Hassan,darʸuš,http://dsal.uchicago.edu/dictionaries/hassan/audio//05274.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05274.mp3', 'path': 'uchicago_S_Hassan/darʸuš.mp3', 'checksum': 'cff4de970a69e157b828e8119134a923', 'status': 'downloaded'}]","one who drives a hard bargain, closefisted",darʸuš
n.m.,uchicago_S_Hassan,dārutʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05272.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05272.mp3', 'path': 'uchicago_S_Hassan/dārutʰ.mp3', 'checksum': 'ea27c9e59a0982b9b1e2e1e47592d1cc', 'status': 'downloaded'}]","a debt, money, etc., taken on loan",dārutʰ
v.,uchicago_S_Hassan,das wͻtʰun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05275.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05275.mp3', 'path': 'uchicago_S_Hassan/das wͻtʰun.mp3', 'checksum': '4c65f91608e377ed0f5d06a02c22ca4e', 'status': 'downloaded'}]",to set about commencing a work which has been delayed,das wͻtʰun
n.m.,uchicago_S_Hassan,das,http://dsal.uchicago.edu/dictionaries/hassan/audio//05276.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05276.mp3', 'path': 'uchicago_S_Hassan/das.mp3', 'checksum': 'e1161897dcf24045bbadbbdcd0dacbcd', 'status': 'downloaded'}]","delay, hindrance, obstruction",das
n.f.,uchicago_S_Hassan,dašā,http://dsal.uchicago.edu/dictionaries/hassan/audio//05279.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05279.mp3', 'path': 'uchicago_S_Hassan/dašā.mp3', 'checksum': 'fbe42ff4b61f257c2c63485915c89460', 'status': 'downloaded'}]",the influence of a predominant planet on fortune of a person,dašā
n.m.,uchicago_S_Hassan,dāš,http://dsal.uchicago.edu/dictionaries/hassan/audio//05278.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05278.mp3', 'path': 'uchicago_S_Hassan/dāš.mp3', 'checksum': '84a30ed28ca90fc372cbd2de51dbc8b3', 'status': 'downloaded'}]","strength, lastingness, durability, the property of not being easily worn out",dāš
n.f.,uchicago_S_Hassan,daršan də̄r,http://dsal.uchicago.edu/dictionaries/hassan/audio//05280.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05280.mp3', 'path': 'uchicago_S_Hassan/daršan də̄r.mp3', 'checksum': '13095d079b64d1f2af5f34a0a0760289', 'status': 'downloaded'}]",a window where one stays for adoration,daršan də̄r
n.f.,uchicago_S_Hassan,daši,http://dsal.uchicago.edu/dictionaries/hassan/audio//05281.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05281.mp3', 'path': 'uchicago_S_Hassan/daši.mp3', 'checksum': '5eff6615940f9ec4b8973e83401619b8', 'status': 'downloaded'}]",the fringes of a cloth or garmenta,daši
n.f.,uchicago_S_Hassan,dǝbin,http://dsal.uchicago.edu/dictionaries/hassan/audio//05283.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05283.mp3', 'path': 'uchicago_S_Hassan/dǝbin.mp3', 'checksum': '33ed62f17564d8b887b0869a763f4f16', 'status': 'downloaded'}]","a washerman's club, used for beating the clothes he is washing",dǝbin
v.,uchicago_S_Hassan,dǝbιritʰ tʰāwun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05284.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05284.mp3', 'path': 'uchicago_S_Hassan/dǝbιritʰ tʰāwun.mp3', 'checksum': '5be86edce92983904936136cfd114953', 'status': 'downloaded'}]",hurriedly to bury or hide in the ground,dǝbιritʰ tʰāwun
adj.,uchicago_S_Hassan,dǝcʰnʸuk,http://dsal.uchicago.edu/dictionaries/hassan/audio//05285.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05285.mp3', 'path': 'uchicago_S_Hassan/dǝcʰnʸuk.mp3', 'checksum': 'c00eca4a907af3d696dbd1d28862fb2d', 'status': 'downloaded'}]",of or belonging to the south,dǝcʰnʸuk
n.m.,uchicago_S_Hassan,dǝdūsι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05286.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05286.mp3', 'path': 'uchicago_S_Hassan/dǝdūsι.mp3', 'checksum': 'cf3a4e256ae7e214a85c9bcf4da5ef53', 'status': 'downloaded'}]",excessive thirst,dǝdūsι
n.m.,uchicago_S_Hassan,dēgul,http://dsal.uchicago.edu/dictionaries/hassan/audio//05289.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05289.mp3', 'path': 'uchicago_S_Hassan/dēgul.mp3', 'checksum': '6af4bfbfae48164f4f3bd3bdda23e4fe', 'status': 'downloaded'}]",a globular wide-mouthed earthen pot for cooking meat,dēgul
n.f.,uchicago_S_Hassan,dǝdιr,http://dsal.uchicago.edu/dictionaries/hassan/audio//05287.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05287.mp3', 'path': 'uchicago_S_Hassan/dǝdιr.mp3', 'checksum': '4b03fa69838adcd1e3a1da8807a222bc', 'status': 'downloaded'}]","a certain coetaneous disease, itch",dǝdιr
adj.,uchicago_S_Hassan,dǝdιrilad,http://dsal.uchicago.edu/dictionaries/hassan/audio//05288.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05288.mp3', 'path': 'uchicago_S_Hassan/dǝdιrilad.mp3', 'checksum': 'bcf1c572c03c201c697324a1a4c8a241', 'status': 'downloaded'}]",suffering from the disease of itch,dǝdιrilad
n.m.,uchicago_S_Hassan,dēgι batι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05290.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05290.mp3', 'path': 'uchicago_S_Hassan/dēgι batι.mp3', 'checksum': '7639749b2985e3841af2f22ce1a0add8', 'status': 'downloaded'}]",rice cooked in a cauldron,dēgι batι
n.f.,uchicago_S_Hassan,dǝrz,http://dsal.uchicago.edu/dictionaries/hassan/audio//05292.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05292.mp3', 'path': 'uchicago_S_Hassan/dǝrz.mp3', 'checksum': '6b79b4f5fefef710875b03faa784e075', 'status': 'downloaded'}]","a fissure, cleft, crack, flaw",dǝrz
n.f.,uchicago_S_Hassan,dig,http://dsal.uchicago.edu/dictionaries/hassan/audio//05294.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05294.mp3', 'path': 'uchicago_S_Hassan/dig.mp3', 'checksum': '119f7c662abc1a0532acbf1514a61f49', 'status': 'downloaded'}]","a peck, beak-bite",dig
adj.,uchicago_S_Hassan,digal,http://dsal.uchicago.edu/dictionaries/hassan/audio//05295.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05295.mp3', 'path': 'uchicago_S_Hassan/digal.mp3', 'checksum': 'b557e8e6ce880b48992077e85eb9a37b', 'status': 'downloaded'}]",a bird inclined to peck,digal
n.f.,uchicago_S_Hassan,digin,http://dsal.uchicago.edu/dictionaries/hassan/audio//05296.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05296.mp3', 'path': 'uchicago_S_Hassan/digin.mp3', 'checksum': 'f20c5f309a32054e7d70668929447840', 'status': 'downloaded'}]",a continual flow,digin
adj.,uchicago_S_Hassan,digran,http://dsal.uchicago.edu/dictionaries/hassan/audio//05297.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05297.mp3', 'path': 'uchicago_S_Hassan/digran.mp3', 'checksum': 'd355db825f94a52e297cbb50070f4334', 'status': 'downloaded'}]",around 5 o'clock,digran
adv.,uchicago_S_Hassan,digras,http://dsal.uchicago.edu/dictionaries/hassan/audio//05298.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05298.mp3', 'path': 'uchicago_S_Hassan/digras.mp3', 'checksum': 'dedcad09bcc94dc6e5bbcb468854e91f', 'status': 'downloaded'}]",in the late afternoon or thereabouts,digras
n.f.,uchicago_S_Hassan,digι dig,http://dsal.uchicago.edu/dictionaries/hassan/audio//05299.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05299.mp3', 'path': 'uchicago_S_Hassan/digι dig.mp3', 'checksum': 'a3287088dadca7b7a4cad5770b6785e2', 'status': 'downloaded'}]","mutual pecking, as in a cock-fight",digι dig
v.,uchicago_S_Hassan,dis,http://dsal.uchicago.edu/dictionaries/hassan/audio//05301.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05301.mp3', 'path': 'uchicago_S_Hassan/dis.mp3', 'checksum': '672017bc61228e3cc6e4c038c1866522', 'status': 'downloaded'}]",give to him,dis
adv.,uchicago_S_Hassan,dohā dohā,http://dsal.uchicago.edu/dictionaries/hassan/audio//05303.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05303.mp3', 'path': 'uchicago_S_Hassan/dohā dohā.mp3', 'checksum': 'df9f011b37675e917cd24791ec5244cd', 'status': 'downloaded'}]","daily, every day",dohā dohā
adj.,uchicago_S_Hassan,dōrandēš,http://dsal.uchicago.edu/dictionaries/hassan/audio//05304.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05304.mp3', 'path': 'uchicago_S_Hassan/dōrandēš.mp3', 'checksum': '2ed643fb4d4f27112df69661e98f400a', 'status': 'downloaded'}]","far-sighted, far-seeing, keen",dōrandēš
n.m.,uchicago_S_Hassan,drāl,http://dsal.uchicago.edu/dictionaries/hassan/audio//05305.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05305.mp3', 'path': 'uchicago_S_Hassan/drāl.mp3', 'checksum': 'ed3060b5c8a5cff61fe0738d5d7b662a', 'status': 'downloaded'}]","a broker, an agent, property dealer",drāl
n.f.,uchicago_S_Hassan,drālǝz,http://dsal.uchicago.edu/dictionaries/hassan/audio//05306.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05306.mp3', 'path': 'uchicago_S_Hassan/drālǝz.mp3', 'checksum': 'ba4169d39d2815c780889b17f71e97cb', 'status': 'downloaded'}]",the profession of broker,drālǝz
n.,uchicago_S_Hassan,dramun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05307.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05307.mp3', 'path': 'uchicago_S_Hassan/dramun.mp3', 'checksum': '80c528f8376531bbd10448d52b0e5cc0', 'status': 'downloaded'}]","a kind of grass, Panicum dactylon or Cynodon dactylon",dramun
n.,uchicago_S_Hassan,dran,http://dsal.uchicago.edu/dictionaries/hassan/audio//05308.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05308.mp3', 'path': 'uchicago_S_Hassan/dran.mp3', 'checksum': '73f679a39725c9bfe777cd5e79634f35', 'status': 'downloaded'}]",low marshy ground near lakes,dran
n.f.,uchicago_S_Hassan,drangalι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05309.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05309.mp3', 'path': 'uchicago_S_Hassan/drangalι.mp3', 'checksum': 'a4b0df62ee38e2b1002bf30316267cdc', 'status': 'downloaded'}]",a gang of people collected for a sudden robbery or the fuss,drangalι
n.m.,uchicago_S_Hassan,drangι bal,http://dsal.uchicago.edu/dictionaries/hassan/audio//05310.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05310.mp3', 'path': 'uchicago_S_Hassan/drangι bal.mp3', 'checksum': '667abfad61c0ed424db375fc0e0e7bbb', 'status': 'downloaded'}]","a frontier tollhouse, custom-house, passport office",drangι bal
adv.,uchicago_S_Hassan,drustis dohas,http://dsal.uchicago.edu/dictionaries/hassan/audio//05314.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05314.mp3', 'path': 'uchicago_S_Hassan/drustis dohas.mp3', 'checksum': '77659628d7d1260c3169f7040f01e51a', 'status': 'downloaded'}]",all day,drustis dohas
n.m.,uchicago_S_Hassan,drasι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05312.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05312.mp3', 'path': 'uchicago_S_Hassan/drasι.mp3', 'checksum': '8d5e181fa665c1d7265632935bacca54', 'status': 'downloaded'}]","pulling at a rope, a cloth, or a like",drasι
n.f.,uchicago_S_Hassan,drās,http://dsal.uchicago.edu/dictionaries/hassan/audio//05311.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05311.mp3', 'path': 'uchicago_S_Hassan/drās.mp3', 'checksum': 'aaabd5e1853b89b829efb4521446af46', 'status': 'downloaded'}]",name of a town and district in Baltistān,drās
adv.,uchicago_S_Hassan,drustι dohas,http://dsal.uchicago.edu/dictionaries/hassan/audio//05315.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05315.mp3', 'path': 'uchicago_S_Hassan/drustι dohas.mp3', 'checksum': '4ba620d9b6330554223e9d4ffd251b06', 'status': 'downloaded'}]",all day long,drustι dohas
adj.,uchicago_S_Hassan,drusι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05317.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05317.mp3', 'path': 'uchicago_S_Hassan/drusι.mp3', 'checksum': '0744e1213f54da71b6ef1ef1207e65ba', 'status': 'downloaded'}]","entire, full",drusι
v.,uchicago_S_Hassan,drēⁿṭʰun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05313.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05313.mp3', 'path': 'uchicago_S_Hassan/drēⁿṭʰun.mp3', 'checksum': '17cfc7ce2a281bdaaf4e8adc6d338e55', 'status': 'downloaded'}]",to become suddenly invisible,drēⁿṭʰun
adv.,uchicago_S_Hassan,drustι wait,http://dsal.uchicago.edu/dictionaries/hassan/audio//05316.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05316.mp3', 'path': 'uchicago_S_Hassan/drustι wait.mp3', 'checksum': '1f7c5f32f914e82b088514eedb53e61f', 'status': 'downloaded'}]","all the way, during the whole journey",drustι wait
n.m.,uchicago_S_Hassan,drūy,http://dsal.uchicago.edu/dictionaries/hassan/audio//05318.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05318.mp3', 'path': 'uchicago_S_Hassan/drūy.mp3', 'checksum': '1de377823a3d7aa32f25ff9cac7d72a2', 'status': 'downloaded'}]",a woman's husband's brother,drūy
n.f.,uchicago_S_Hassan,drιh,http://dsal.uchicago.edu/dictionaries/hassan/audio//05319.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05319.mp3', 'path': 'uchicago_S_Hassan/drιh.mp3', 'checksum': 'ed76f1d73fb58dcdb0034324f7079b61', 'status': 'downloaded'}]",a frown,drιh
v.,uchicago_S_Hassan,drͻkun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05323.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05323.mp3', 'path': 'uchicago_S_Hassan/drͻkun.mp3', 'checksum': 'd5c941442005852df086fa994ba24d70', 'status': 'downloaded'}]","to run, play",drͻkun
n.f.,uchicago_S_Hassan,dub dub,http://dsal.uchicago.edu/dictionaries/hassan/audio//05325.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05325.mp3', 'path': 'uchicago_S_Hassan/dub dub.mp3', 'checksum': '9623b52201597869afe2212eaf151bd1', 'status': 'downloaded'}]",beating of the heart from fear or the like,dub dub
adj.,uchicago_S_Hassan,drιhʸladin,http://dsal.uchicago.edu/dictionaries/hassan/audio//05321.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05321.mp3', 'path': 'uchicago_S_Hassan/drιhʸladin.mp3', 'checksum': 'd9c0fb955fab5762b9a8edb1c7ff7150', 'status': 'downloaded'}]",a frowner(female),drιhʸladin
n.m.,uchicago_S_Hassan,drə̄ʦ dan,http://dsal.uchicago.edu/dictionaries/hassan/audio//05324.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05324.mp3', 'path': 'uchicago_S_Hassan/drə̄ʦ dan.mp3', 'checksum': '83c466ba1614f1d0e765a37c198d7357', 'status': 'downloaded'}]",the handle of such a sickle,drə̄ʦ dan
n.f.,uchicago_S_Hassan,drῑlʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05322.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05322.mp3', 'path': 'uchicago_S_Hassan/drῑlʸ.mp3', 'checksum': 'cf08a3ad1e0ec6c58dcce167219bd424', 'status': 'downloaded'}]","commission paid to a broker, brokerage",drῑlʸ
adj.,uchicago_S_Hassan,dubι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05326.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05326.mp3', 'path': 'uchicago_S_Hassan/dubι.mp3', 'checksum': '61d235728b630333ce639cb4814d425b', 'status': 'downloaded'}]",fallen upside down,dubι
adj.,uchicago_S_Hassan,drιhʸlad,http://dsal.uchicago.edu/dictionaries/hassan/audio//05320.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05320.mp3', 'path': 'uchicago_S_Hassan/drιhʸlad.mp3', 'checksum': '380430632f24702e809415ba2c10545d', 'status': 'downloaded'}]",a frowner(male),drιhʸlad
n.f.,uchicago_S_Hassan,dubιrāhrāy,http://dsal.uchicago.edu/dictionaries/hassan/audio//05327.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05327.mp3', 'path': 'uchicago_S_Hassan/dubιrāhrāy.mp3', 'checksum': '7085dd352826cc4fc12863435f488b16', 'status': 'downloaded'}]",a repeated knocking at a door,dubιrāhrāy
adj.,uchicago_S_Hassan,dudarι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05328.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05328.mp3', 'path': 'uchicago_S_Hassan/dudarι.mp3', 'checksum': '2726e96bb00a160d6d51228ed4d57f8c', 'status': 'downloaded'}]",stout and strong,dudarι
adj.,uchicago_S_Hassan,dudastι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05329.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05329.mp3', 'path': 'uchicago_S_Hassan/dudastι.mp3', 'checksum': 'edb6deeb90059d3621329d77998f2ff7', 'status': 'downloaded'}]",two-handed,dudastι
n.m.,uchicago_S_Hassan,dugāḍι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05330.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05330.mp3', 'path': 'uchicago_S_Hassan/dugāḍι.mp3', 'checksum': 'a06ba091562cb4800277b5a0073a8ee9', 'status': 'downloaded'}]",double-bladed mattock,dugāḍι
adj.,uchicago_S_Hassan,dugan,http://dsal.uchicago.edu/dictionaries/hassan/audio//05331.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05331.mp3', 'path': 'uchicago_S_Hassan/dugan.mp3', 'checksum': '1298b347967a758ba4491233a44c2dcd', 'status': 'downloaded'}]","twofold, double",dugan
n.m.,uchicago_S_Hassan,dugōš,http://dsal.uchicago.edu/dictionaries/hassan/audio//05332.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05332.mp3', 'path': 'uchicago_S_Hassan/dugōš.mp3', 'checksum': '5bba61957d298bbea031d9befc0637eb', 'status': 'downloaded'}]",a disease of the eyes which apparently multiplies the object,dugōš
