category,domain_name,file_name,file_urls,files,meaning,word
adj.,uchicago_S_Hassan,dūradaršī,http://dsal.uchicago.edu/dictionaries/hassan/audio//05337.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05337.mp3', 'path': 'uchicago_S_Hassan/dūradaršī.mp3', 'checksum': '2a8a96c8d187824001bb6daa1ce29d7e', 'status': 'downloaded'}]","far-sighted, far-seeing, foreseeing",dūradaršī
n.f.,uchicago_S_Hassan,dʸed,http://dsal.uchicago.edu/dictionaries/hassan/audio//05339.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05339.mp3', 'path': 'uchicago_S_Hassan/dʸed.mp3', 'checksum': 'f051096f79936577e30b44a799787c6a', 'status': 'downloaded'}]","an elderly lady, such as a mother, grandmother, the chief wife in a household",dʸed
n.f.,uchicago_S_Hassan,dūjι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05335.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05335.mp3', 'path': 'uchicago_S_Hassan/dūjι.mp3', 'checksum': '3304f7c9ea7df2aa53dd2ee539e70dce', 'status': 'downloaded'}]",the blackboard used as a slate for writing in schools,dūjι
adj.,uchicago_S_Hassan,duhǝtyum,http://dsal.uchicago.edu/dictionaries/hassan/audio//05334.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05334.mp3', 'path': 'uchicago_S_Hassan/duhǝtyum.mp3', 'checksum': 'ee4c9fd1d4d1ca2ef1c94737208f968d', 'status': 'downloaded'}]",two-hundredth,duhǝtyum
adj.,uchicago_S_Hassan,durǝngi,http://dsal.uchicago.edu/dictionaries/hassan/audio//05338.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05338.mp3', 'path': 'uchicago_S_Hassan/durǝngi.mp3', 'checksum': '56e20f1dacef1dfd7a5b8cf808272bca', 'status': 'downloaded'}]",of two colours,durǝngi
v.,uchicago_S_Hassan,dιdι pʰōrun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05342.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05342.mp3', 'path': 'uchicago_S_Hassan/dιdι pʰōrun.mp3', 'checksum': '0f3dc3c58017cdfaa6936cd3e2a98a48', 'status': 'downloaded'}]",to speak slowly and in a whisper,dιdι pʰōrun
n.m.,uchicago_S_Hassan,dʸōn,http://dsal.uchicago.edu/dictionaries/hassan/audio//05340.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05340.mp3', 'path': 'uchicago_S_Hassan/dʸōn.mp3', 'checksum': '7195b7edf656e04fe50ff142732ca582', 'status': 'downloaded'}]","a kind of small churning-stick, used for churning curdled milk",dʸōn
n.m.,uchicago_S_Hassan,dιrkākni tōn,http://dsal.uchicago.edu/dictionaries/hassan/audio//05345.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05345.mp3', 'path': 'uchicago_S_Hassan/dιrkākni tōn.mp3', 'checksum': 'b4e3f6a8a2104d4e2f4716648a556178', 'status': 'downloaded'}]",relationship between a younger brother's wife and an elder brother's wife,dιrkākni tōn
n.f.,uchicago_S_Hassan,dιhǝn,http://dsal.uchicago.edu/dictionaries/hassan/audio//05343.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05343.mp3', 'path': 'uchicago_S_Hassan/dιhǝn.mp3', 'checksum': 'fd516db3df60e52f01bb8479dac9af4d', 'status': 'downloaded'}]",the bad smell of milk,dιhǝn
n.f.,uchicago_S_Hassan,dιrkākinʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05344.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05344.mp3', 'path': 'uchicago_S_Hassan/dιrkākinʸ.mp3', 'checksum': '210a63b9e8761410353644b50febbbc7', 'status': 'downloaded'}]",a term of address used between wives of two or more brothers,dιrkākinʸ
adj.,uchicago_S_Hassan,dͻbʸ drāv,http://dsal.uchicago.edu/dictionaries/hassan/audio//05347.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05347.mp3', 'path': 'uchicago_S_Hassan/dͻbʸ drāv.mp3', 'checksum': 'a2ad151b404fac6ccb37c91ef26f4793', 'status': 'downloaded'}]","come from the wash, cleaned and returned by the washerman",dͻbʸ drāv
n.m.,uchicago_S_Hassan,dͻdι ambιr,http://dsal.uchicago.edu/dictionaries/hassan/audio//05352.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05352.mp3', 'path': 'uchicago_S_Hassan/dͻdι ambιr.mp3', 'checksum': '32bc45b890f55d547bceab9fb213ebf7', 'status': 'downloaded'}]",a certain kind of apple with a milky taste,dͻdι ambιr
v.,uchicago_S_Hassan,dιdι kaḍun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05341.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05341.mp3', 'path': 'uchicago_S_Hassan/dιdι kaḍun.mp3', 'checksum': '89c0087b372c8a7abf34339debea2061', 'status': 'downloaded'}]",to whisper,dιdι kaḍun
v.,uchicago_S_Hassan,dͻbιran,http://dsal.uchicago.edu/dictionaries/hassan/audio//05348.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05348.mp3', 'path': 'uchicago_S_Hassan/dͻbιran.mp3', 'checksum': '2da324132f67e1713866fbda0c579be4', 'status': 'downloaded'}]","to bury, to hide in the ground; to bury",dͻbιran
n.f.,uchicago_S_Hassan,dͻdι beni,http://dsal.uchicago.edu/dictionaries/hassan/audio//05353.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05353.mp3', 'path': 'uchicago_S_Hassan/dͻdι beni.mp3', 'checksum': 'f49107aaf16b1c41e97962a531d78bdc', 'status': 'downloaded'}]","a milk-sister, the daughter of a foster-mother, a foster-sister",dͻdι beni
v.,uchicago_S_Hassan,dͻdur aʦun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05351.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05351.mp3', 'path': 'uchicago_S_Hassan/dͻdur aʦun.mp3', 'checksum': '39565d89d1c9969c6815efdff3b58ae6', 'status': 'downloaded'}]",to enter decayedness,dͻdur aʦun
n.m.,uchicago_S_Hassan,dͻdι heḍur,http://dsal.uchicago.edu/dictionaries/hassan/audio//05354.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05354.mp3', 'path': 'uchicago_S_Hassan/dͻdι heḍur.mp3', 'checksum': 'd773de4767688957e73df6ed8227f434', 'status': 'downloaded'}]","a milk-mushroom, a small delicate species of mushroom",dͻdι heḍur
n.m.,uchicago_S_Hassan,dͻdι wǝgrι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05357.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05357.mp3', 'path': 'uchicago_S_Hassan/dͻdι wǝgrι.mp3', 'checksum': 'a17b125160baba2cf93597530619b956', 'status': 'downloaded'}]",a thick kind of rice-milk,dͻdι wǝgrι
adj.,uchicago_S_Hassan,dͻdι lōṭι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05355.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05355.mp3', 'path': 'uchicago_S_Hassan/dͻdι lōṭι.mp3', 'checksum': '8dcc0e0eae77da20ae208b2926a89e72', 'status': 'downloaded'}]",a milk-darling; a good-looking well-mannered child,dͻdι lōṭι
n.m.,uchicago_S_Hassan,dͻdι ʦoḍ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05356.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05356.mp3', 'path': 'uchicago_S_Hassan/dͻdι ʦoḍ.mp3', 'checksum': '3a4a62cc705be22b98bc48544c109b8f', 'status': 'downloaded'}]",a large earthenware vessel for milk,dͻdι ʦoḍ
n.m.,uchicago_S_Hassan,dͻgal batι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05360.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05360.mp3', 'path': 'uchicago_S_Hassan/dͻgal batι.mp3', 'checksum': '33d36a3abea6ac71bda358b24a24d22c', 'status': 'downloaded'}]",cooked rice with clotted lumps of rice in it,dͻgal batι
n.f.,uchicago_S_Hassan,dͻdι wǝṭ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05358.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05358.mp3', 'path': 'uchicago_S_Hassan/dͻdι wǝṭ.mp3', 'checksum': '65aa66941e535a45882e84924da950a9', 'status': 'downloaded'}]",unripe Indian corn,dͻdι wǝṭ
n.f.,uchicago_S_Hassan,dͻdι zel,http://dsal.uchicago.edu/dictionaries/hassan/audio//05359.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05359.mp3', 'path': 'uchicago_S_Hassan/dͻdι zel.mp3', 'checksum': '88ef682f4b3dc7335914379232af4b18', 'status': 'downloaded'}]",the cream of clotted milk,dͻdι zel
adv.,uchicago_S_Hassan,dͻhlʸ gāši,http://dsal.uchicago.edu/dictionaries/hassan/audio//05363.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05363.mp3', 'path': 'uchicago_S_Hassan/dͻhlʸ gāši.mp3', 'checksum': '1f5d32030448281c97c0c2ba0cd049c0', 'status': 'downloaded'}]","daytime, the time from sunrise to sunset",dͻhlʸ gāši
n.f.,uchicago_S_Hassan,dͻgway,http://dsal.uchicago.edu/dictionaries/hassan/audio//05361.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05361.mp3', 'path': 'uchicago_S_Hassan/dͻgway.mp3', 'checksum': 'fdf186f2e216c40f40fd90228f206c9d', 'status': 'downloaded'}]",wages paid for husking grain,dͻgway
n.f.,uchicago_S_Hassan,durgatʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05364.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05364.mp3', 'path': 'uchicago_S_Hassan/durgatʰ.mp3', 'checksum': '0513280227193702f2d022159cc44292', 'status': 'downloaded'}]","defeat, poorness",durgatʰ
n.f.,uchicago_S_Hassan,də̄sī,http://dsal.uchicago.edu/dictionaries/hassan/audio//05366.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05366.mp3', 'path': 'uchicago_S_Hassan/də̄sī.mp3', 'checksum': 'a7cd16ae277903a58fb4bbec3bef507f', 'status': 'downloaded'}]","a female servant, female devotee",də̄sī
adj.,uchicago_S_Hassan,dͻrlab,http://dsal.uchicago.edu/dictionaries/hassan/audio//05365.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05365.mp3', 'path': 'uchicago_S_Hassan/dͻrlab.mp3', 'checksum': '0fe4be35538cd33bc33e318a3cd9d5f2', 'status': 'downloaded'}]",difficult to get,dͻrlab
n.m.,uchicago_S_Hassan,ehlikār,http://dsal.uchicago.edu/dictionaries/hassan/audio//01148.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01148.mp3', 'path': 'uchicago_S_Hassan/ehlikār.mp3', 'checksum': 'f87e09b963cd8e16ecad99c953ddf44f', 'status': 'downloaded'}]","retinue, attendants, followers",ehlikār
n.m.,uchicago_S_Hassan,fāydι,http://dsal.uchicago.edu/dictionaries/hassan/audio//01162.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01162.mp3', 'path': 'uchicago_S_Hassan/fāydι.mp3', 'checksum': 'fb210ff01f08f8f92eed2f982ecc83ba', 'status': 'downloaded'}]","benefit, advantage, profit, help",fāydι
n.,uchicago_S_Hassan,fajr,http://dsal.uchicago.edu/dictionaries/hassan/audio//01163.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01163.mp3', 'path': 'uchicago_S_Hassan/fajr.mp3', 'checksum': '34f39cfd98db754884adcabf4a90572d', 'status': 'downloaded'}]","time of morning prayer in Muslims, daybreak",fajr
n.f.,uchicago_S_Hassan,farhat,http://dsal.uchicago.edu/dictionaries/hassan/audio//01167.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01167.mp3', 'path': 'uchicago_S_Hassan/farhat.mp3', 'checksum': 'e5ac93b49c5978e3f580bcb4a0d76ec4', 'status': 'downloaded'}]","gladness, pleasure, happiness",farhat
v.,uchicago_S_Hassan,fān gaʦun,http://dsal.uchicago.edu/dictionaries/hassan/audio//01164.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01164.mp3', 'path': 'uchicago_S_Hassan/fān gaʦun.mp3', 'checksum': '8796b0a755ef40dee0dfde989f06a6ce', 'status': 'downloaded'}]","obliterate, wipe out, destroy, eliminate",fān gaʦun
n.,uchicago_S_Hassan,farēb,http://dsal.uchicago.edu/dictionaries/hassan/audio//01166.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01166.mp3', 'path': 'uchicago_S_Hassan/farēb.mp3', 'checksum': '62b6bc6e6ad6e57885fe2a341ba10923', 'status': 'downloaded'}]","deceit, deceitfulness, deception, cheating, falseness, fraud",farēb
n.f.,uchicago_S_Hassan,fāris,http://dsal.uchicago.edu/dictionaries/hassan/audio//01169.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01169.mp3', 'path': 'uchicago_S_Hassan/fāris.mp3', 'checksum': '19185ced44c31c2d195c4eced79636ff', 'status': 'downloaded'}]",Persia,fāris
n.m.,uchicago_S_Hassan,faⁿwārι,http://dsal.uchicago.edu/dictionaries/hassan/audio//01165.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01165.mp3', 'path': 'uchicago_S_Hassan/faⁿwārι.mp3', 'checksum': '47426b7dc4ed414f9839549278f4769b', 'status': 'downloaded'}]",fountain,faⁿwārι
adj.,uchicago_S_Hassan,farmābardār,http://dsal.uchicago.edu/dictionaries/hassan/audio//01168.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01168.mp3', 'path': 'uchicago_S_Hassan/farmābardār.mp3', 'checksum': 'b23b4d4092a6786b711300d86b09b635', 'status': 'downloaded'}]","obedient, submissive, dutiful, subservient",farmābardār
n.f.,uchicago_S_Hassan,fārsī,http://dsal.uchicago.edu/dictionaries/hassan/audio//01170.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01170.mp3', 'path': 'uchicago_S_Hassan/fārsī.mp3', 'checksum': '22cb37b4c4871d26dd9adc7a93c0a004', 'status': 'downloaded'}]",Persian language,fārsī
n.,uchicago_S_Hassan,fasl,http://dsal.uchicago.edu/dictionaries/hassan/audio//01173.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01173.mp3', 'path': 'uchicago_S_Hassan/fasl.mp3', 'checksum': '8530a456bd633b6aea65c7e53d15070f', 'status': 'downloaded'}]","crop, harvest, yield, produce",fasl
adv.,uchicago_S_Hassan,fǝryād din,http://dsal.uchicago.edu/dictionaries/hassan/audio//01171.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01171.mp3', 'path': 'uchicago_S_Hassan/fǝryād din.mp3', 'checksum': '3ed7f85f970c5ef7ed7f2b4f6493294f', 'status': 'downloaded'}]",weep aloud,fǝryād din
n.f.,uchicago_S_Hassan,farιd,http://dsal.uchicago.edu/dictionaries/hassan/audio//01172.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01172.mp3', 'path': 'uchicago_S_Hassan/farιd.mp3', 'checksum': '3a0bf16393bdeee5c007abc43933f547', 'status': 'downloaded'}]",gents shawl,farιd
v.,uchicago_S_Hassan,fatwā dʸun,http://dsal.uchicago.edu/dictionaries/hassan/audio//01177.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01177.mp3', 'path': 'uchicago_S_Hassan/fatwā dʸun.mp3', 'checksum': '0528553762e573f03a3c1718db5fbb98', 'status': 'downloaded'}]","to sentence, pass judgment, punish, to verdict",fatwā dʸun
adj.,uchicago_S_Hassan,fatāmand āsun,http://dsal.uchicago.edu/dictionaries/hassan/audio//01176.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01176.mp3', 'path': 'uchicago_S_Hassan/fatāmand āsun.mp3', 'checksum': 'a091e303d2372e9a86780b574b79195e', 'status': 'downloaded'}]","victorious, winning, successful, champion, glorious",fatāmand āsun
n.m.,uchicago_S_Hassan,fatah,http://dsal.uchicago.edu/dictionaries/hassan/audio//01175.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01175.mp3', 'path': 'uchicago_S_Hassan/fatah.mp3', 'checksum': 'b55d304d06d3fdfc7f0d2c1ce6da4f69', 'status': 'downloaded'}]","victory, conquest, triumph, win, success",fatah
v.,uchicago_S_Hassan,fatah karun,http://dsal.uchicago.edu/dictionaries/hassan/audio//01174.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01174.mp3', 'path': 'uchicago_S_Hassan/fatah karun.mp3', 'checksum': '950a75ac8f73bd4869ad6143bbc04813', 'status': 'downloaded'}]",gain a victory,fatah karun
v.,uchicago_S_Hassan,fātiyeh parun,http://dsal.uchicago.edu/dictionaries/hassan/audio//01178.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01178.mp3', 'path': 'uchicago_S_Hassan/fātiyeh parun.mp3', 'checksum': '77a50b95e38a5c99f2caebe137533fd3', 'status': 'downloaded'}]",worship for the peace of dead,fātiyeh parun
adj.,uchicago_S_Hassan,fayāz,http://dsal.uchicago.edu/dictionaries/hassan/audio//01179.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01179.mp3', 'path': 'uchicago_S_Hassan/fayāz.mp3', 'checksum': '229fac9bb6352c2a29c0eb09c2d4e82a', 'status': 'downloaded'}]","generous, kind, liberal",fayāz
n.m.,uchicago_S_Hassan,fǝkīr,http://dsal.uchicago.edu/dictionaries/hassan/audio//01180.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01180.mp3', 'path': 'uchicago_S_Hassan/fǝkīr.mp3', 'checksum': 'f27a4a7d908ff36169bd317edcff7035', 'status': 'downloaded'}]","beggar, homeless person, vagrant",fǝkīr
adj.,uchicago_S_Hassan,fǝriftι karun,http://dsal.uchicago.edu/dictionaries/hassan/audio//01181.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01181.mp3', 'path': 'uchicago_S_Hassan/fǝriftι karun.mp3', 'checksum': '0e22998a9bab7224a11cc7d2541f8dc0', 'status': 'downloaded'}]","attracted, fascinated, engrossed, mesmerized",fǝriftι karun
n.m.,uchicago_S_Hassan,fǝrištι,http://dsal.uchicago.edu/dictionaries/hassan/audio//01182.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01182.mp3', 'path': 'uchicago_S_Hassan/fǝrištι.mp3', 'checksum': 'd915280bdce73107504a37e0c2a1383c', 'status': 'downloaded'}]","angel, cherub, cupid",fǝrištι
n.m.,uchicago_S_Hassan,firkι,http://dsal.uchicago.edu/dictionaries/hassan/audio//01185.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01185.mp3', 'path': 'uchicago_S_Hassan/firkι.mp3', 'checksum': '984a06a7a0b3924f2f292523769b8a92', 'status': 'downloaded'}]","clan, tribe, kinfolk, family, race, people, band, community",firkι
adj.,uchicago_S_Hassan,fuzūl,http://dsal.uchicago.edu/dictionaries/hassan/audio//01188.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01188.mp3', 'path': 'uchicago_S_Hassan/fuzūl.mp3', 'checksum': '44dfc284f97a177c2e1e422ae2b7f4a5', 'status': 'downloaded'}]","useless, ineffective, hopeless, of no use",fuzūl
n.,uchicago_S_Hassan,fursat,http://dsal.uchicago.edu/dictionaries/hassan/audio//01187.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01187.mp3', 'path': 'uchicago_S_Hassan/fursat.mp3', 'checksum': 'c73bc22c1056c493c13203d63e49d95d', 'status': 'downloaded'}]","break, chance, vacation, time off",fursat
adv.,uchicago_S_Hassan,fōran,http://dsal.uchicago.edu/dictionaries/hassan/audio//01186.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01186.mp3', 'path': 'uchicago_S_Hassan/fōran.mp3', 'checksum': '54a1c919a7c70cdc6749cabd788b4711', 'status': 'downloaded'}]","instantly, at once, immediately, instantaneously",fōran
n.m.,uchicago_S_Hassan,fιlēnʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//01189.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01189.mp3', 'path': 'uchicago_S_Hassan/fιlēnʸ.mp3', 'checksum': 'dc5315cc50b3d694064960f1160f0bcc', 'status': 'downloaded'}]",referring to particular person,fιlēnʸ
adj.,uchicago_S_Hassan,fə̄nī,http://dsal.uchicago.edu/dictionaries/hassan/audio//01190.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01190.mp3', 'path': 'uchicago_S_Hassan/fə̄nī.mp3', 'checksum': '1f9ec5c075c7ffe5b4d6a2641a00c55e', 'status': 'downloaded'}]","mortal, earthly, worldly, human, life-threatening",fə̄nī
v.,uchicago_S_Hassan,fə̄slι karun,http://dsal.uchicago.edu/dictionaries/hassan/audio//01191.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01191.mp3', 'path': 'uchicago_S_Hassan/fə̄slι karun.mp3', 'checksum': '54b1eab4d96568ad127ef4be3dad4d28', 'status': 'downloaded'}]","decide, make a decision, come to a decision, choose, settle on, fix on",fə̄slι karun
n.,uchicago_S_Hassan,fə̄slι,http://dsal.uchicago.edu/dictionaries/hassan/audio//01192.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01192.mp3', 'path': 'uchicago_S_Hassan/fə̄slι.mp3', 'checksum': '3b82bdc48c53032eb01e9bcb65952de9', 'status': 'downloaded'}]","decision, choice, judgment, resolution, assessment, evaluation",fə̄slι
n.m.,uchicago_S_Hassan,fə̄slι,http://dsal.uchicago.edu/dictionaries/hassan/audio//01193.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01193.mp3', 'path': 'uchicago_S_Hassan/fə̄slι.mp3', 'checksum': 'b1a34028568c951686267aec5fbd2121', 'status': 'downloaded'}]","distance, detachment, remoteness, reserve, space",fə̄slι
adj.,uchicago_S_Hassan,fə̄ydιmand,http://dsal.uchicago.edu/dictionaries/hassan/audio//01194.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01194.mp3', 'path': 'uchicago_S_Hassan/fə̄ydιmand.mp3', 'checksum': '9e55baea6bba7e1aac1f5bd02eb5f0fc', 'status': 'downloaded'}]","usefulness, helpfulness, effectiveness, efficacy, worth",fə̄ydιmand
n.m.,uchicago_S_Hassan,gabι,http://dsal.uchicago.edu/dictionaries/hassan/audio//01195.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01195.mp3', 'path': 'uchicago_S_Hassan/gabι.mp3', 'checksum': 'b14c78911e161e7b4a52c99a540a3b2b', 'status': 'downloaded'}]","quilt, woolen mat",gabι
n.m.,uchicago_S_Hassan,gaḍur,http://dsal.uchicago.edu/dictionaries/hassan/audio//01198.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//01198.mp3', 'path': 'uchicago_S_Hassan/gaḍur.mp3', 'checksum': '7fbe90e0f9de2bb5d8ff832a1c2894e5', 'status': 'downloaded'}]",goiter,gaḍur
